IP,connection,Status,AS_num,AS_name,host
195.113.161.50,1,Intermediate,2852.0,"CESNET2, CZ",cz-prg-as2852.anchors.atlas.ripe.net
92.60.1.233,1,Intermediate,,,ae2-0-r60.inx.vie.nextlayer.net
83.231.187.1,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",xe-0-0-0-2.r00.vienat01.at.bb.gin.ntt.net
129.250.4.145,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-18.r21.frnkge13.de.bb.gin.ntt.net
129.250.6.1,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-0.r20.frnkge13.de.bb.gin.ntt.net
129.250.6.54,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-11.r21.nwrknj03.us.bb.gin.ntt.net
2001:a61:3a4c:5a01:220:4aff:fed1:3600,1,sender,8767.0,"MNET-AS Germany, DE",NA
2001:a61:3a4c:5a01:eadf:70ff:fe7f:d457,1,Intermediate,8767.0,"MNET-AS Germany, DE",NA
2001:a60::89:305:1,1,Intermediate,8767.0,"MNET-AS Germany, DE",NA
2001:a60::89:203,1,Intermediate,8767.0,"MNET-AS Germany, DE",r3.muc2.m-online.net
2001:2000:3080:c31::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",mcn-b2-link.telia.net
2001:2000:3080:d5e::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",qwest-ic-311351-ffm-b12.c.telia.net
2001:428::65:120:16:135,1,Intermediate,3910.0,"CENTURYLINK-EUROPE-LEGACY-QWEST, US",NA
2001:500:12::d0d,0,dest,5927.0,"DNIC-ASBLK-05800-06055, US",G.ROOT-SERVERS.NET
134.222.48.249,1,Intermediate,286.0,"KPN, NL",asd-s6-rou-1042.NL.eurorings.net
130.117.15.45,1,Intermediate,174.0,"COGENT-174, US",be286.rcr22.ams05.atlas.cogentco.com
154.54.60.25,1,Intermediate,174.0,"COGENT-174, US",be3500.ccr42.ams03.atlas.cogentco.com
154.54.57.70,1,Intermediate,174.0,"COGENT-174, US",be12489.ccr42.par01.atlas.cogentco.com
154.54.61.117,1,Intermediate,174.0,"COGENT-174, US",be2318.ccr32.bio02.atlas.cogentco.com
154.54.85.245,1,Intermediate,174.0,"COGENT-174, US",be2332.ccr42.dca01.atlas.cogentco.com
154.54.24.222,1,Intermediate,174.0,"COGENT-174, US",be2113.ccr42.atl01.atlas.cogentco.com
154.54.28.50,1,Intermediate,174.0,"COGENT-174, US",be3483.ccr22.mia01.atlas.cogentco.com
154.54.86.206,1,Intermediate,174.0,"COGENT-174, US",be2027.ccr22.mia03.atlas.cogentco.com
38.88.164.26,1,Intermediate,174.0,"COGENT-174, US",NA
216.241.0.23,1,Intermediate,18747.0,"IFX18747, US",NA
138.204.228.25,1,Intermediate,61506.0,"Insacom y Cia. Limitada, CL",NA
2a01:6940:201:603::1b,1,sender,29605.0,"BCS 32 rue Delizy, FR",NA
2a01:6940:201:603::19,1,Intermediate,29605.0,"BCS 32 rue Delizy, FR",vlan-603.core-eqx-gw3.core.bcstechno.net
2a01:6940:200:105::1,1,Intermediate,29605.0,"BCS 32 rue Delizy, FR",xe-1-1-0-105.core-eqx-gw2.core.bcstechno.net
2a01:6940:200:106::1,1,Intermediate,29605.0,"BCS 32 rue Delizy, FR",ae0-106.core-eqx-gw1.core.bcstechno.net
2001:978:2:1c::9:1,1,Intermediate,174.0,"COGENT-174, US",NA
2001:550:0:1000::8275:1a1,1,Intermediate,174.0,"COGENT-174, US",be2922.ccr42.par01.atlas.cogentco.com
2001:550:0:1000::9a36:3d75,1,Intermediate,174.0,"COGENT-174, US",be2318.ccr32.bio02.atlas.cogentco.com
2001:550:0:1000::9a36:3d6a,1,Intermediate,174.0,"COGENT-174, US",be2314.rcr21.opo01.atlas.cogentco.com
2001:550:0:1000::9a36:380e,1,Intermediate,174.0,"COGENT-174, US",be2498.rcr21.lis01.atlas.cogentco.com
2001:978:2:32::31:2,1,Intermediate,174.0,"COGENT-174, US",NA
2c0f:fc98:501:1::2,1,Intermediate,37282.0,"MAINONE, NG",NA
2001:43f8:6c0:a::1,1,Intermediate,37495.0,"Eko-Konnect, NG",NA
2001:43f8:6c0:1::6,1,Intermediate,37495.0,"Eko-Konnect, NG",NA
37.49.236.71,1,Intermediate,,,hivane.par.franceix.net
193.164.153.194,1,Intermediate,34019.0,"HIVANE, FR",ve487-rt2-th2.bb.hivane.net
193.17.192.164,1,Intermediate,34019.0,"HIVANE, FR",fr-ivs-as34019.anchors.atlas.ripe.net
154.54.58.237,1,Intermediate,174.0,"COGENT-174, US",be2800.ccr42.fra03.atlas.cogentco.com
154.54.36.254,1,Intermediate,174.0,"COGENT-174, US",be2960.ccr22.muc03.atlas.cogentco.com
154.54.59.181,1,Intermediate,174.0,"COGENT-174, US",be3462.ccr52.vie01.atlas.cogentco.com
154.54.59.190,1,Intermediate,174.0,"COGENT-174, US",be3464.ccr51.beg03.atlas.cogentco.com
130.117.0.93,1,Intermediate,174.0,"COGENT-174, US",be3421.ccr31.sof02.atlas.cogentco.com
149.6.68.18,1,Intermediate,174.0,"COGENT-174, US",NA
109.160.0.205,1,Intermediate,12615.0,"GCN-AS GCN AD - Sofia, Bulgaria, BG",NA
195.250.60.125,1,Intermediate,198228.0,"STS-AS, BG",NA
154.54.60.241,1,Intermediate,174.0,"COGENT-174, US",be2403.ccr41.par01.atlas.cogentco.com
154.54.58.233,1,Intermediate,174.0,"COGENT-174, US",be2799.ccr41.fra03.atlas.cogentco.com
154.54.36.54,1,Intermediate,174.0,"COGENT-174, US",be2959.ccr21.muc03.atlas.cogentco.com
130.117.0.17,1,Intermediate,174.0,"COGENT-174, US",be3072.ccr51.zrh02.atlas.cogentco.com
154.54.56.202,1,Intermediate,174.0,"COGENT-174, US",te0-0-0-1.agr12.zrh02.atlas.cogentco.com
154.25.0.74,1,Intermediate,174.0,"COGENT-174, US",te0-0-2-3.nr11.b042839-0.zrh02.atlas.cogentco.com
213.156.230.43,1,Intermediate,9092.0,"OPENSYSTEMS-AS Zurich, Switzerland, CH",whale43.open.ch
213.156.230.41,1,Intermediate,9092.0,"OPENSYSTEMS-AS Zurich, Switzerland, CH",whale41.open.ch
213.156.231.22,1,Intermediate,9092.0,"OPENSYSTEMS-AS Zurich, Switzerland, CH",shark22.open.ch
154.54.57.69,1,Intermediate,174.0,"COGENT-174, US",be12489.ccr42.lon13.atlas.cogentco.com
154.54.58.186,1,Intermediate,174.0,"COGENT-174, US",be2871.ccr21.lon01.atlas.cogentco.com
154.54.61.61,1,Intermediate,174.0,"COGENT-174, US",be2185.rcr21.b015534-1.lon01.atlas.cogentco.com
149.14.250.178,1,Intermediate,174.0,"COGENT-174, US",liquidtelecom.demarc.cogentco.com
5.11.10.190,1,Intermediate,30844.0,"LIQUID-AS, GB",be-5.luk-p1-tho.liquidtelecom.net
5.11.10.154,1,Intermediate,30844.0,"LIQUID-AS, GB",be-4.luk-pe1-gsw.liquidtelecom.net
5.11.10.124,1,Intermediate,30844.0,"LIQUID-AS, GB",5.11.10.124.liquidtelecom.net
5.11.12.127,1,Intermediate,30844.0,"LIQUID-AS, GB",xe-0-1-3.1.0.lke-p1-msa.liquidtelecom.com
197.155.94.216,1,Intermediate,30844.0,"LIQUID-AS, GB",hu-0-3-0-3.lke-p1-nbi.liquidtelecom.net
197.155.94.47,1,Intermediate,30844.0,"LIQUID-AS, GB",et-0-1-10.lke-pe3-nbi.liquidtelecom.net
197.155.93.65,1,Intermediate,30844.0,"LIQUID-AS, GB",197.155.93.65.liquidtelecom.net
196.6.220.130,1,Intermediate,37578.0,"Tespok, KE",NA
64.125.29.49,1,Intermediate,6461.0,"ZAYO-6461, US",ae3.cs1.iah1.us.eth.zayo.com
64.125.28.99,1,Intermediate,6461.0,"ZAYO-6461, US",ae5.cs1.dfw2.us.eth.zayo.com
64.125.29.193,1,Intermediate,6461.0,"ZAYO-6461, US",ae9.cs3.phx2.us.eth.zayo.com
64.125.25.255,1,Intermediate,6461.0,"ZAYO-6461, US",ae21.mpr3.phx2.us.zip.zayo.com
208.185.171.106,1,Intermediate,6461.0,"ZAYO-6461, US",208.185.171.106.IPYX-149806-002-ZYO.zip.zayo.com
108.170.0.21,1,Intermediate,20454.0,"SSASN2, US",eth.14.2.cr1.phx0.phoenixnap.com
184.164.151.8,1,Intermediate,20454.0,"SSASN2, US",eth.28.1.iedge1.phx0.phoenixnap.com
23.235.242.49,1,Intermediate,20454.0,"SSASN2, US",eth.104.ar1.colo.156.phx0.phoenixnap.com
104.225.102.122,1,Intermediate,36236.0,"NETACTUATE, US",122.102.225.104.ptr.anycast.net
2001:2000:3019:79::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ldn-bb3-v6.telia.net
2001:2000:3018:74::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ldn-b7-v6.telia.net
2001:2000:3080:13b7::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",telstra-ic-324829-ldn-b7.c.telia.net
2403:e800:ff00:110::4c,1,Intermediate,4637.0,"ASN-TELSTRA-GLOBAL Telstra Global, HK",NA
2403:e800:805:100::2,1,Intermediate,4637.0,"ASN-TELSTRA-GLOBAL Telstra Global, HK",NA
2a01:5041:fff:2::1,1,Intermediate,,,NA
2a01:5041:c::1,1,Intermediate,202196.0,"BOOKING-BV, NL",NA
